uploader,n,same_class_rate,same_top_class_rate,mean_classifier_confidence,mean_provided_class_probability,dominant_class
Speakertown100,1,0.0,0.0,0.6157258,0.02837203,is-s
StaneStane,1,0.0,1.0,0.4808547,0.26932612,fx-v
StephanBrenn,1,0.0,0.0,0.604983,0.32586682,fx-a
Stomachsfx,1,0.0,1.0,0.31767613,0.29005212,fx-h
Suso_Ramallo,1,0.0,0.0,0.9658696,0.0024814284,ss-u
Svabror,1,0.0,1.0,0.9274025,0.0020213353,fx-h
Synkopate,1,0.0,1.0,0.38478842,0.2762583,fx-el
TAFKAS.NABV,1,0.0,1.0,0.5530106,0.025249273,fx-ex
Tabanafraz1223,1,0.0,1.0,0.54087126,0.3314845,is-k
TantricPeh,1,0.0,0.0,0.86511743,0.006519177,sp-s
Teebler,1,0.0,0.0,0.8465599,0.0025465821,sp-s
Terpetine_Enjoyer,1,0.0,1.0,0.26446995,0.01665743,fx-m
Texmo1,1,0.0,1.0,0.71092355,0.21404056,fx-o
TheFastMario,1,0.0,1.0,0.36171725,0.20167685,fx-v
TheKingler,1,0.0,1.0,0.74656725,0.080933645,fx-el
TheMindOrchestra,1,0.0,0.0,0.45690948,0.0041323556,ss-n
ThePeasantJoe,1,0.0,1.0,0.5229496,0.14829247,fx-v
The_AT5000,1,0.0,1.0,0.9951024,0.00032624372,fx-h
ThomasMr09,1,0.0,1.0,0.2397346,0.15876085,fx-ex
Thor_S,1,0.0,0.0,0.61323947,0.3416598,sp-s
ThrashCXY,1,0.0,0.0,0.85713893,0.0025005224,is-s
Toby_Mikle,1,0.0,0.0,0.82455933,0.14437501,ss-u
Tokoloshe-1,1,0.0,0.0,0.53989404,0.02428005,is-p
Tony_Manc,1,0.0,1.0,0.5556253,0.23009638,fx-o
Tor1200,1,0.0,0.0,0.56832814,0.019746218,ss-s
Trebblofang,1,0.0,1.0,0.2338016,0.01289534,fx-el
UniMusuotankarep,1,0.0,0.0,0.7414621,0.21868499,fx-el
User1234577,1,0.0,1.0,0.34365276,0.03789936,fx-h
VINOGRZ,1,0.0,1.0,0.5622441,0.34444255,is-s
Valentinasworld,1,0.0,1.0,0.9968053,0.000342583,fx-h
Virengifo18,1,0.0,0.0,0.9432381,0.050561655,ss-n
Voidazol,1,0.0,1.0,0.6942387,0.2780389,ss-n
Waveforms303,1,0.0,0.0,0.5252603,0.028831076,ss-s
WayTooBit,1,0.0,0.0,0.37224108,0.006544544,ss-s
WeenyBeany,1,0.0,0.0,0.5983157,0.0030430001,fx-v
WilfD,1,0.0,1.0,0.548056,0.3551748,fx-o
Xfrtrex,1,0.0,0.0,0.730847,0.2573641,ss-n
Xiko__,1,0.0,1.0,0.36826175,0.018595632,fx-a
Xoxo_Ro,1,0.0,0.0,0.86230624,0.071481384,sp-p
YuliyaP,1,0.0,1.0,0.8397074,0.06795209,fx-h
Zajjman,1,0.0,0.0,0.9418446,0.048095327,ss-n
Zat_Dude,1,0.0,0.0,0.30628735,0.16146484,ss-s
Zencilia,1,0.0,1.0,0.32782197,0.30323642,ss-n
Zeraora,1,0.0,0.0,0.73634315,0.05070436,ss-s
Zhegusov,1,0.0,1.0,0.5756955,0.38852128,m-sp
Ziltch011,1,0.0,0.0,0.39648783,0.32264358,fx-el
ZombiedEronix,1,0.0,0.0,0.6373947,0.044713646,fx-el
aatienza,1,0.0,0.0,0.6181404,0.33672613,ss-n
abhaideb17,1,0.0,1.0,0.98827565,0.0009643685,fx-el
aceofspades22,1,0.0,1.0,0.7726477,0.21363887,fx-o
achats57,1,0.0,1.0,0.31914735,0.015491359,fx-m
adamcreeper,1,0.0,1.0,0.986107,0.006207918,fx-m
adrianmusic5324q15,1,0.0,0.0,0.9225482,0.06838591,ss-n
airportpeople,1,0.0,0.0,0.58360296,0.31461507,ss-n
akaska,1,0.0,1.0,0.9643458,0.026226467,fx-o
albahij,1,0.0,1.0,0.799617,0.17972729,ss-n
amberbeata,1,0.0,1.0,0.29288238,0.17492536,fx-o
amypix,1,0.0,1.0,0.24952173,0.1595143,fx-el
an_rej,1,0.0,0.0,0.7691688,0.22221665,ss-n
andreamedinahern,1,0.0,0.0,0.8779706,0.0014957711,fx-o
andrewisgreen,1,0.0,1.0,0.46648607,0.003084572,fx-a
ankitpateldev,1,0.0,1.0,0.9943495,0.00065370736,fx-el
antareh,1,0.0,0.0,0.28355503,0.17886998,fx-h
antichoir,1,0.0,1.0,0.3976448,0.23506375,fx-o
anvil278,1,0.0,1.0,0.8359863,0.072030105,ss-u
ar.che.type,1,0.0,1.0,0.83674014,0.027254935,sp-s
armandem,1,0.0,0.0,0.35379323,0.01769238,fx-el
artsybadboi,1,0.0,0.0,0.8596498,0.13069636,ss-n
asciiface,1,0.0,1.0,0.4425196,0.09197327,fx-m
atuaprima12,1,0.0,0.0,0.37932056,0.18018198,m-si
auryn73,1,0.0,1.0,0.40901336,0.04208845,fx-a
avainquin,1,0.0,1.0,0.98831254,0.0026380972,fx-h
avventura2046,1,0.0,0.0,0.6198928,0.006355298,ss-i
b.haines,1,0.0,0.0,0.88640386,0.0012805762,ss-i
bannaa,1,0.0,1.0,0.49944153,0.013327765,fx-m
bearglyph,1,0.0,1.0,0.96115476,0.024305962,fx-o
beefbaby,1,0.0,1.0,0.84665334,0.09998022,m-m
bharbeta,1,0.0,1.0,0.4029313,0.2782267,sp-s
bittermelonheart,1,0.0,0.0,0.6547874,0.33273226,ss-n
bjorndobbelaere,1,0.0,0.0,0.6186868,0.37418216,ss-n
bjporu,1,0.0,0.0,0.97506714,0.0044102455,is-s
bluebeangames,1,0.0,1.0,0.86370146,0.0055769254,fx-m
bmarvs3154,1,0.0,1.0,0.45552707,0.13795555,fx-v
borQue,1,0.0,0.0,0.6011764,0.38670453,fx-a
boredomfounder,1,0.0,1.0,0.93384206,0.053181093,fx-m
bratij,1,0.0,1.0,0.81739426,0.122028984,fx-o
bruuunossj,1,0.0,0.0,0.41491836,0.008905774,fx-o
buckadilla,1,0.0,0.0,0.73808724,0.036986023,ss-u
budc,1,0.0,1.0,0.77889323,0.0011703805,fx-m
bulkmoerls,1,0.0,1.0,0.91735446,0.065002725,fx-o
bumblebeeberry,1,0.0,0.0,0.78179324,0.17828342,ss-n
burningblade666,1,0.0,0.0,0.9135189,0.00606026,ss-s
byrone2384,1,0.0,0.0,0.96969634,0.0010062284,ss-n
cagilb,1,0.0,1.0,0.9375578,0.030241897,ss-n
callbomber,1,0.0,0.0,0.969144,0.011264484,fx-h
camarin,1,0.0,1.0,0.6859883,0.16240263,fx-o
ccovi,1,0.0,0.0,0.803072,0.0073394803,ss-u
cera.stes,1,0.0,1.0,0.34281003,0.17856112,fx-h
charleadlard,1,0.0,1.0,0.45532122,0.13014615,fx-o
chechemtungi,1,0.0,1.0,0.9953302,0.00038812798,fx-el
chesutils,1,0.0,0.0,0.34966668,0.054228537,is-k
chinupt,1,0.0,0.0,0.7432481,0.06334693,fx-ex
chris_simons40,1,0.0,0.0,0.3679654,0.19167642,ss-s
christinedking,1,0.0,1.0,0.75252485,0.122151114,fx-m
cicikiki,1,0.0,1.0,0.78308487,0.1389186,fx-o
clairemichellearts,1,0.0,0.0,0.92024213,0.0009812564,ss-u
cloudasmoke,1,0.0,1.0,0.94318706,0.048472464,fx-o
cloyen,1,0.0,0.0,0.7079712,0.017030125,fx-h
cmann08,1,0.0,1.0,0.51233727,0.21102762,fx-el
cocornel,1,0.0,0.0,0.91947776,0.07213362,ss-n
coolpoptot,1,0.0,0.0,0.7161561,0.24937534,is-s
cptnoremac,1,0.0,1.0,0.9783209,0.0033732108,fx-h
craigharbor,1,0.0,0.0,0.8739856,0.117613815,ss-n
crowcountingman,1,0.0,0.0,0.93544185,0.0002484818,fx-m
cupido-1,1,0.0,1.0,0.8410796,0.00069476134,fx-v
dacidmeme,1,0.0,1.0,0.7297131,0.20129073,is-k
dailyclay,1,0.0,0.0,0.97172153,0.0009841342,ss-u
danielsorheim,1,0.0,1.0,0.83009815,0.12443985,ss-n
dannyah,1,0.0,0.0,0.94295233,0.00027670746,ss-i
dcart-sound,1,0.0,0.0,0.9667736,0.010164924,fx-o
deep_,1,0.0,0.0,0.73469716,0.022524796,fx-el
deepiain,1,0.0,0.0,0.6604185,0.17510362,ss-n
dergraph,1,0.0,0.0,0.39674792,0.28102207,fx-h
desenvolvedor_sem_nome,1,0.0,0.0,0.6796385,0.002932001,is-e
devdes,1,0.0,1.0,0.89538395,0.10015784,m-sp
diskoanni,1,0.0,1.0,0.8536461,0.09421401,fx-o
dj_rikimaru_tokyo,1,0.0,1.0,0.6263826,0.18115465,fx-ex
djpaine,1,0.0,0.0,0.4975966,0.4885238,ss-n
dpmart1970,1,0.0,1.0,0.7654089,0.009467251,fx-ex
druidbloke,1,0.0,0.0,0.295931,0.28168827,m-m
duck37fm,1,0.0,0.0,0.6675345,0.079516515,ss-u
edfuentesg,1,0.0,0.0,0.7635067,0.0007844968,is-p
eirikbbbb,1,0.0,0.0,0.7464204,0.0911317,ss-u
ejclarke,1,0.0,1.0,0.41168338,0.025967032,fx-m
eklektos_,1,0.0,0.0,0.98217046,0.00043056873,is-k
emmajane23,1,0.0,0.0,0.7975421,0.06811834,is-e
emmaxkiss,1,0.0,0.0,0.96770155,0.024443502,ss-n
enzil1,1,0.0,0.0,0.46202764,0.2002587,ss-i
erodrimu,1,0.0,1.0,0.8341902,0.05044665,fx-el
essentialmiks,1,0.0,1.0,0.6004061,0.1923019,m-m
etki_0000,1,0.0,0.0,0.9668478,0.0040117064,ss-i
evgeny134,1,0.0,1.0,0.29736632,0.15471789,fx-o
fatribz,1,0.0,0.0,0.3309103,0.031483952,fx-el
fc_mendonca,1,0.0,1.0,0.63095415,0.33224103,fx-o
felixilefelix,1,0.0,1.0,0.8737545,0.11581538,fx-o
fernandogisbert,1,0.0,1.0,0.961202,0.0019580266,fx-h
ferventtorpor,1,0.0,0.0,0.7505748,0.21785405,ss-n
filmmakerwyatt,1,0.0,1.0,0.47387585,0.13653207,fx-a
floppa2525,1,0.0,0.0,0.9533535,0.04163823,ss-n
forestw97,1,0.0,1.0,0.79558146,1.6705264e-05,ss-i
futureecologies,1,0.0,1.0,0.9645955,0.007068339,fx-n
fx.master,1,0.0,0.0,0.7648622,0.14224946,is-e
gabymmp,1,0.0,0.0,0.46480742,0.03346426,fx-el
gadziller,1,0.0,1.0,0.6346656,0.014765747,fx-h
gakumon,1,0.0,1.0,0.963782,0.029003318,fx-o
gareth8118,1,0.0,0.0,0.4272111,0.37251252,ss-n
garysr59,1,0.0,1.0,0.51903236,0.014550735,fx-v
gawg_xb,1,0.0,1.0,0.97382796,0.004745593,fx-m
gdaring,1,0.0,0.0,0.7689668,0.21934262,ss-n
gffdhgkhdf,1,0.0,0.0,0.95869696,0.00062991056,is-e
gg3137,1,0.0,0.0,0.53456575,0.44230062,ss-n
giangallegos,1,0.0,1.0,0.6790796,0.29628763,m-m
giuliorasi,1,0.0,0.0,0.7709629,0.021789256,ss-u
gombi1111,1,0.0,0.0,0.61300087,0.24412152,fx-ex
gregconquest,1,0.0,0.0,0.36519185,0.061990254,fx-ex
guajir0,1,0.0,1.0,0.47725803,0.3636778,fx-h
haha2990,1,0.0,1.0,0.6086874,0.3563006,fx-h
hal.2k,1,0.0,1.0,0.9285285,0.0031671568,ss-n
haydonsound,1,0.0,1.0,0.4365898,0.017158004,fx-n
hbinfinity,1,0.0,0.0,0.97446537,0.0146943005,ss-n
hookiubm,1,0.0,0.0,0.6819095,0.29409128,ss-n
howdoyouclick,1,0.0,1.0,0.96480054,0.0033627327,fx-el
hydrophicet,1,0.0,0.0,0.9098921,0.04753111,fx-h
iam_vimal,1,0.0,1.0,0.94070685,0.00025909382,ss-n
idontknowagreatname,1,0.0,1.0,0.9439949,0.040629156,m-m
igor.medvedev,1,0.0,0.0,0.79622436,0.19488356,ss-n
ilttiwaw,1,0.0,0.0,0.8049151,0.17360665,ss-n
ivolipa,1,0.0,1.0,0.95669335,0.035158403,fx-o
izzint,1,0.0,1.0,0.9380309,0.053699546,fx-o
jackieAZ,1,0.0,1.0,0.29952544,0.16409461,m-m
jaxonet,1,0.0,1.0,0.70942247,0.057016563,fx-o
jeff82mk,1,0.0,0.0,0.58643353,0.0068486603,is-e
jeffjb91,1,0.0,0.0,0.9719887,0.010277458,sp-s
jgrzinich,1,0.0,1.0,0.6902609,0.0032239766,fx-ex
jmschl96,1,0.0,1.0,0.61434406,0.059932373,fx-m
johan_mayfly,1,0.0,0.0,0.90912706,0.08319384,ss-n
johnbudzyna,1,0.0,0.0,0.75027573,0.23262027,ss-n
jordantetewsky,1,0.0,1.0,0.8749914,0.030922085,ss-n
jose m. iñesta,1,0.0,1.0,0.4344593,0.3439431,fx-el
jshelfer,1,0.0,1.0,0.98283976,0.0016192356,fx-m
kaurakahvi,1,0.0,1.0,0.9667122,0.017364355,ss-u
kavagik,1,0.0,0.0,0.7250411,0.16695917,fx-h
kentspublicdomain,1,0.0,1.0,0.53041935,0.42630768,fx-m
khanmzakir,1,0.0,0.0,0.9400303,0.002965308,ss-n
klaasjanvanderploeg,1,0.0,0.0,0.9598838,0.008538705,ss-n
kodshin,1,0.0,1.0,0.25186676,0.24533741,fx-h
koolaroo,1,0.0,1.0,0.6317938,0.049721323,fx-o
lake_constance,1,0.0,1.0,0.6902205,0.113127485,sp-s
lakewoodsound,1,0.0,0.0,0.77122164,0.1833851,ss-n
landonm5983,1,0.0,0.0,0.87817705,0.0015505579,fx-h
liambratchford,1,0.0,1.0,0.61636376,0.0045404756,fx-n
liminalareas,1,0.0,1.0,0.66220534,0.17153712,fx-h
link4541,1,0.0,1.0,0.9035319,0.0032017971,fx-m
logant547,1,0.0,1.0,0.9958787,0.0002374296,fx-ex
lusania,1,0.0,1.0,0.97537315,0.0003259923,fx-a
m192,1,0.0,1.0,0.71538436,0.26731014,m-m
madeil,1,0.0,1.0,0.51699775,0.11911102,fx-o
maeve.linehan,1,0.0,0.0,0.96957606,0.022710534,ss-n
magagn,1,0.0,0.0,0.9739054,0.019725773,ss-n
mailor,1,0.0,0.0,0.7050885,0.01548924,ss-i
manoel98,1,0.0,1.0,0.8984741,0.0047143116,m-si
manuelsound,1,0.0,0.0,0.46900043,0.16703466,is-p
mariappf1998,1,0.0,1.0,0.6274824,0.06865615,sp-c
maroonhorizon34,1,0.0,0.0,0.96305436,0.0010353511,fx-n
masoudyazdi,1,0.0,0.0,0.75365824,0.22370231,ss-n
masterchief121,1,0.0,0.0,0.6895266,0.0033410501,ss-i
mateo2322,1,0.0,1.0,0.48673534,0.040823363,m-si
maucigo,1,0.0,0.0,0.5055669,3.02837e-05,ss-i
mayags,1,0.0,0.0,0.6142123,0.013205434,fx-h
mcushman1969,1,0.0,0.0,0.73177063,0.0074244877,is-p
megacharlie,1,0.0,1.0,0.44279408,0.111127295,fx-o
mellow_minx,1,0.0,0.0,0.9370592,0.058624208,ss-n
mfsmonsters,1,0.0,0.0,0.5260767,0.18894143,sp-c
microdac,1,0.0,0.0,0.5976868,0.39654827,fx-a
mijilpamungkas,1,0.0,0.0,0.79689276,2.9505187e-05,ss-i
mikesh,1,0.0,0.0,0.8763078,0.016695933,fx-el
milcahrawr,1,0.0,1.0,0.4201488,0.0010815846,fx-o
minakshee_123,1,0.0,0.0,0.5741955,0.13858125,sp-c
mprudhon,1,0.0,1.0,0.40304613,0.001376829,fx-m
mrataj,1,0.0,0.0,0.51109195,0.0028714905,fx-h
mrcowtown,1,0.0,0.0,0.22909848,0.0034316182,fx-m
mrocamora,1,0.0,0.0,0.8352685,0.14409176,ss-n
nacho026,1,0.0,0.0,0.5665815,0.055099715,is-p
narwalker,1,0.0,0.0,0.5923235,0.11071837,ss-u
naturenutt,1,0.0,0.0,0.7058034,0.2879968,ss-n
neludulgheru,1,0.0,1.0,0.9880702,0.00201944,fx-o
ngabrie,1,0.0,0.0,0.85169876,0.12204298,ss-n
nickrave,1,0.0,0.0,0.4971063,0.005721345,fx-o
nicwas2,1,0.0,0.0,0.46618372,0.00043188408,is-w
nitnatfiftifant,1,0.0,0.0,0.35869792,0.014655957,fx-ex
noisetinker,1,0.0,0.0,0.91256773,6.8995956e-05,ss-i
onedayisa,1,0.0,1.0,0.8458543,0.012273063,fx-el
oscarius3,1,0.0,1.0,0.955798,0.000418095,fx-a
owlsalt,1,0.0,1.0,0.45725697,0.35096687,ss-n
p1xol,1,0.0,1.0,0.9684318,0.00915825,fx-h
p37gu33z5oo,1,0.0,1.0,0.60065055,0.37859803,ss-u
pampueror,1,0.0,0.0,0.6643443,0.28540564,ss-u
paulprit,1,0.0,0.0,0.939997,0.054214586,ss-n
perrycallas,1,0.0,0.0,0.80792063,0.14456066,ss-n
perrydolia,1,0.0,0.0,0.21330428,0.00073564897,ss-n
pghiga,1,0.0,0.0,0.8681154,0.12162857,ss-n
pinkuser410990548,1,0.0,1.0,0.41895103,0.19580337,ss-i
planet_jvk,1,0.0,1.0,0.5299099,0.41738385,fx-o
player_angelo16,1,0.0,1.0,0.90214556,0.07343765,m-m
prod_lorient,1,0.0,0.0,0.82668555,0.005243713,ss-s
psylliumhuskcaps,1,0.0,1.0,0.6713226,0.14896317,fx-el
pyth0n11,1,0.0,1.0,0.5419788,0.01943672,fx-a
quinnianbeck,1,0.0,1.0,0.42830095,0.014885666,fx-ex
radiofan1,1,0.0,0.0,0.77004117,0.0015399645,ss-s
rae.flux,1,0.0,1.0,0.9564929,0.0011881262,fx-el
rafa_teck,1,0.0,1.0,0.34616706,0.31474662,is-k
rbnx,1,0.0,1.0,0.7621403,0.18450215,fx-el
realmadpuppy,1,0.0,1.0,0.36876172,0.13437377,fx-a
reise,1,0.0,0.0,0.8199495,0.1680985,ss-n
rickismyname,1,0.0,1.0,0.64488477,0.24044219,fx-a
robert_gould,1,0.0,0.0,0.59123003,0.38907352,ss-n
romancito,1,0.0,0.0,0.9600609,0.030132055,ss-n
rosiesflimsybones,1,0.0,1.0,0.64684653,0.066063605,ss-n
rubydrop,1,0.0,1.0,0.5234818,0.3812226,fx-h
rygor.offical,1,0.0,0.0,0.654116,0.03846083,fx-n
sadiemil,1,0.0,0.0,0.31757036,0.055558972,fx-h
saeedamirabadizadeh,1,0.0,0.0,0.44612393,0.10107285,ss-n
samiddhi,1,0.0,0.0,0.76363295,0.0085349595,ss-s
santipdb,1,0.0,1.0,0.648192,0.008827291,fx-h
sarazhuang,1,0.0,1.0,0.3057813,0.15936296,fx-v
sayaFreeSound04,1,0.0,1.0,0.49826097,0.0006435421,is-s
schwappo,1,0.0,1.0,0.7858249,0.058051895,fx-el
seema_grewal,1,0.0,1.0,0.98136026,0.0017627074,fx-h
seinwin123456789,1,0.0,0.0,0.88189447,0.04214494,is-p
shiyang96,1,0.0,1.0,0.37347654,0.3061537,fx-n
shouya_trumpet,1,0.0,0.0,0.4529814,0.34941941,ss-n
simeonradivoev,1,0.0,1.0,0.7108677,0.2664104,fx-o
sketchy.dog,1,0.0,0.0,0.87333834,0.0803678,fx-el
slackwareslacker,1,0.0,0.0,0.6858078,0.036981508,ss-u
sm_s,1,0.0,0.0,0.95504636,0.0005628789,ss-s
smichalak,1,0.0,1.0,0.85075796,0.10918114,fx-o
sniffin_fer_sounds,1,0.0,1.0,0.6786204,0.1351695,ss-n
sobuj34567,1,0.0,0.0,0.5777851,0.37723476,fx-a
sofilins,1,0.0,0.0,0.96148175,0.0027911798,ss-n
solidphase,1,0.0,0.0,0.46527678,0.009021589,ss-n
sonospace,1,0.0,0.0,0.49226576,0.2634432,sp-s
sopholme,1,0.0,1.0,0.25740904,0.02677998,fx-v
sound368,1,0.0,1.0,0.46784574,0.056126844,fx-o
sourceguy,1,0.0,0.0,0.966942,0.012206262,is-p
stefisthetrex,1,0.0,0.0,0.60146683,0.07892438,sp-s
stevevader101,1,0.0,0.0,0.8945835,0.06256674,ss-u
studiogreenhill,1,0.0,0.0,0.9937789,4.8801438e-05,ss-n
takareads,1,0.0,0.0,0.9931208,0.0011599414,sp-s
tamchoo,1,0.0,0.0,0.5665108,0.036758643,ss-i
taylordonj,1,0.0,0.0,0.95960236,0.0034975875,ss-n
teatov,1,0.0,0.0,0.93495685,0.057401955,ss-n
tejejgore,1,0.0,0.0,0.7053284,0.006867087,ss-u
thatmossymoo,1,0.0,0.0,0.67561895,0.23964533,ss-i
theadventurer0637,1,0.0,0.0,0.54845506,0.43785232,ss-n
thebaldwins,1,0.0,0.0,0.5678562,0.42826882,ss-n
theplenkov,1,0.0,1.0,0.58796674,0.0016458875,fx-m
theyaoster,1,0.0,0.0,0.9675269,0.0018292064,ss-u
this_guy2021,1,0.0,0.0,0.8669864,0.026090821,m-m
tieken,1,0.0,1.0,0.5446247,0.0041909604,fx-el
timpet55,1,0.0,0.0,0.45182785,0.03032479,ss-n
tom_woysky,1,0.0,1.0,0.9736389,0.000688093,fx-h
tomc91,1,0.0,0.0,0.84778786,0.003965463,ss-u
travel.lover12,1,0.0,0.0,0.4422019,0.39104003,is-k
tullio,1,0.0,0.0,0.4944287,0.018985314,ss-u
tychart,1,0.0,0.0,0.95287025,0.0190889,ss-n
vendredius,1,0.0,0.0,0.69860715,0.2940533,ss-n
venturaixe,1,0.0,1.0,0.33960676,0.28893876,fx-h
vintage2005,1,0.0,1.0,0.5124397,0.43973106,fx-m
vmochi,1,0.0,1.0,0.51570046,0.22673674,fx-ex
vukongs,1,0.0,1.0,0.56634855,0.37533858,fx-v
wado1942,1,0.0,1.0,0.5094,0.07495074,fx-o
wanderinginmymind,1,0.0,0.0,0.9643731,0.00020602481,ss-i
wifienabledsandwich,1,0.0,0.0,0.65179574,0.0051108245,ss-u
wjeb,1,0.0,1.0,0.9687864,0.0030229555,ss-i
x-raizor,1,0.0,1.0,0.8969806,0.050266616,fx-n
yO_ey,1,0.0,1.0,0.9603454,0.034238808,m-m
yabitucks,1,0.0,1.0,0.29639593,0.19242159,fx-a
yaezaw,1,0.0,1.0,0.4479332,0.04105723,fx-ex
yo.yo,1,0.0,1.0,0.66664815,0.14675167,m-m
ysgw,1,0.0,1.0,0.80175257,0.108256206,fx-v
zeteeto,1,0.0,0.0,0.37923628,0.0035425655,fx-n
zkilltz,1,0.0,0.0,0.963891,0.030018698,ss-n
zorgtamere,1,0.0,0.0,0.5739627,0.0012886372,is-s
zthibaut,1,0.0,1.0,0.43947846,0.0071038925,fx-o
Warpa1nt,70,0.014285714285714285,0.014285714285714285,0.6751688,0.033838313,ss-s
menfa,49,0.02040816326530612,0.02040816326530612,0.78730035,0.19040097,ss-u
nikerk,25,0.04,0.84,0.75186646,0.15150313,fx-m
kallonen,21,0.047619047619047616,0.047619047619047616,0.7380824,0.23534584,ss-u
Digitalwerk,19,0.05263157894736842,0.05263157894736842,0.96728694,0.05512663,ss-n
xhakhe,19,0.05263157894736842,0.05263157894736842,0.8034792,0.17394312,ss-u
reklamacja,17,0.058823529411764705,0.4117647058823529,0.7331591,0.071500756,is-p
Nox_Sound,16,0.0625,0.125,0.72475445,0.14951652,ss-n
FrédéricDubois,13,0.07692307692307693,0.46153846153846156,0.73806584,0.17929098,ss-n
Soundsman23234,25,0.08,0.08,0.86389107,0.07708603,is-p
BlaiseMW,12,0.08333333333333333,0.08333333333333333,0.74017006,0.24982275,ss-u
crosley_bendix,57,0.08771929824561403,0.9122807017543859,0.80602574,0.15618138,is-e
crokomoko,34,0.08823529411764706,0.8529411764705882,0.52992874,0.12822208,m-sp
lilyxu1006,11,0.09090909090909091,0.09090909090909091,0.67772764,0.12122724,ss-s
lukemeney,11,0.09090909090909091,0.09090909090909091,0.7317009,0.23417586,fx-o
shihabsahil,11,0.09090909090909091,0.2727272727272727,0.7394493,0.10260567,is-s
SoundReality,10,0.1,0.8,0.8628317,0.113565326,fx-m
SubSystemV,9,0.1111111111111111,0.8888888888888888,0.60377336,0.14766663,fx-ex
mauriedo,9,0.1111111111111111,0.1111111111111111,0.67675805,0.097400434,fx-el
lonemonk,8,0.125,0.375,0.6714151,0.16160114,ss-i
rubberduckie,8,0.125,1.0,0.9855704,0.12509596,fx-m
kontraamusic,340,0.1264705882352941,0.13823529411764707,0.97475785,0.12408068,is-p
audio_sgn_a,54,0.12962962962962962,1.0,0.51746833,0.35235202,fx-v
ShangASDFGuy123,23,0.13043478260869565,0.6956521739130435,0.5495124,0.090886064,fx-a
jalastram,42,0.14285714285714285,0.19047619047619047,0.7583597,0.19349268,is-e
ben.jablonski,7,0.14285714285714285,0.14285714285714285,0.8995766,0.13704191,ss-n
skullhouse,7,0.14285714285714285,0.42857142857142855,0.7135728,0.29728845,ss-u
stewadosan,7,0.14285714285714285,1.0,0.8348137,0.24258232,fx-h
True_Killian,20,0.15,0.9,0.8804008,0.13598615,fx-el
Najmeh.Akbari,26,0.15384615384615385,0.19230769230769232,0.53776455,0.31379557,ss-u
STTTL,19,0.15789473684210525,0.7368421052631579,0.46710196,0.21933933,fx-el
SoapBoxRocket,18,0.16666666666666666,0.7777777777777778,0.49256277,0.18166073,fx-ex
